do_id	description
DOID:0080808	mammary analogue secretory carcinoma
DOID:0080842	intracranial meningioma
DOID:0080843	supratentorial meningioma
DOID:0080854	anaplastic pleomorphic xanthoastrocytoma
DOID:0080875	IDH-mutant anaplastic astrocytoma
DOID:0080876	IDH-wildtype anaplastic astrocytoma
DOID:0080877	astrocytoma, IDH-mutant, grade 4
DOID:0080878	IDH-wildtype glioblastoma
DOID:0080879	histone mutated tumor
DOID:0080880	diffuse glioma, H3 G34 mutant
DOID:0080881	pleomorphic xanthoastrocytoma BRAF mutant
DOID:0080882	IDH-mutant and 1p/19q-codeleted oligodendroglioma
DOID:0080888	spinal ependymoma, MYCN-amplified
DOID:0080889	posterior fossa ependymoma
DOID:0080890	supratentorial ependymoma
DOID:0080891	YAP1-MAMLD1 fusion-positive supratentorial ependymoma
DOID:0080892	RELA fusion-positive ependymoma
DOID:0080894	lipofibromatosis-like neural tumor
DOID:0080896	pericytoma with t(7;12)
DOID:0080897	solitary fibrous tumor/hemangiopericytoma
DOID:0080899	lung pleomorphic carcinoma
DOID:0080900	oral rhabdomyosarcoma
DOID:0080901	bladder sarcomatoid transitional cell carcinoma
DOID:0080902	bladder small cell carcinoma
DOID:0080903	embryonal tumor with multilayered rosettes, C19MC-altered
DOID:0080904	astroblastoma, MN1-altered
DOID:0080905	central nervous system neuroblastoma
DOID:0080906	CNS neuroblastoma with FOXR2 activation
DOID:0080909	castration-resistant prostate carcinoma
DOID:0080915	histiocytic sarcoma
DOID:0080916	erythroleukemia
DOID:0080956	childhood supratentorial embryonal tumor with multilayered rosettes, C19MC-altered
DOID:0080976	acute myeloid leukemia with BCR-ABL1
DOID:0080996	diffuse large B-cell lymphoma activated B-cell type
DOID:0080997	diffuse large B-cell lymphoma germinal center B-cell type
DOID:0081004	high-grade B-cell lymphoma double-hit/triple-hit
DOID:0081028	glycogen-rich carcinoma
DOID:0081036	mixed phenotype acute leukemia with BCR-ABL1
DOID:0081037	mixed phenotype acute leukemia with MLL rearranged
DOID:0081038	mixed phenotype acute leukemia, B/myeloid
DOID:0081039	mixed phenotype acute leukemia, T/myeloid
DOID:0081041	B-cell prolymphocytic leukemia
DOID:0081042	T-cell prolymphocytic leukemia
DOID:0081049	hepatosplenic T-cell lymphoma
DOID:0081050	primary cutaneous gamma-delta T-cell lymphoma
DOID:0081064	BN2 diffuse large B-cell lymphoma
DOID:0081065	EZB diffuse large B-cell lymphoma
DOID:0081066	MCD diffuse large B-cell lymphoma
DOID:0081067	N1 diffuse large B-cell lymphoma
DOID:0081068	ST2 diffuse large B-cell lymphoma
DOID:0081069	A53 diffuse large B-cell lymphoma
DOID:0081070	EZB-MYC+ diffuse large B-cell lymphoma
DOID:0081071	EZB-MYC- diffuse large B-cell lymphoma
DOID:0081076	blastic plasmacytoid dendritic cell neoplasm
DOID:0081080	acute myeloid leukemia with t(6;9) (p23;q34.1)
DOID:0081081	acute promyelocytic leukemia with PML-RARA
DOID:0081082	acute myelomonocytic leukemia
DOID:0081083	acute myeloid leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2)
DOID:0081084	acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22)
DOID:0081085	acute myeloid leukemia with minimal differentiation
DOID:0081086	acute myeloid leukemia without maturation
DOID:0081087	acute myeloid leukemia with maturation
DOID:0081088	chronic myelogenous leukemia, BCR-ABL1 positive
DOID:0081089	acute myeloid leukemia with mutated NPM1
DOID:0081090	acute myeloid leukemia with biallelic mutation of CEBPA
DOID:0081091	acute myeloid leukemia with mutated RUNX1
DOID:0081092	acute myeloid leukemia with myelodysplasia-related changes
DOID:0081093	acute myeloid leukemia with t(8;21); (q22; q22.1)
DOID:0081094	acute myeloid leukemia with MLL rearrangement
DOID:0081095	acute myeloid leukemia with mutated CEBPA
DOID:0081096	acute myeloid leukemia with t(1;22)(p13;q13)
DOID:0081244	pituitary blastoma
DOID:0081245	cauda equina neuroendocrine tumor
DOID:0081246	teratoma with somatic-type malignancy
DOID:0081247	dedifferentiated chondrosarcoma
DOID:0081249	EWSR1-negative small round cell tumor
DOID:0081250	CIC-rearranged sarcoma
DOID:0081251	papillary tumor of the pineal region
DOID:0081252	supratentorial ependymoma, ZFTA fusion–positive
DOID:0081253	supratentorial ependymoma, YAP1 fusion–positive
DOID:0081254	posterior fossa group A ependymoma
DOID:0081255	posterior fossa group B ependymoma
DOID:0081256	astrocytoma, IDH-mutant, grade 2
DOID:0081257	astrocytoma, IDH-mutant, grade 3
DOID:0081277	diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype
DOID:0081278	infant-type hemispheric glioma
DOID:0081281	oligodendroglioma, IDH-mutant and 1p/19q-codeleted grade 2
DOID:0081282	oligodendroglioma, IDH-mutant and 1p/19q-codeleted, grade 3
DOID:0081286	embryonal tumor with multilayered rosettes
DOID:0081293	salivary gland mucoepidermoid carcinoma
DOID:0081304	high-grade astrocytoma with piloid features
DOID:0081311	intravascular large B-cell lymphoma
DOID:0081312	T-cell non-Hodgkin lymphoma
DOID:0081313	primary diffuse large B-cell lymphoma of the central nervous system
DOID:0081314	extraventricular neurocytoma
DOID:0081315	central nervous system tumor with BCOR internal tandem duplication
DOID:0081316	primary intracranial sarcoma, DICER1-mutant
DOID:0081402	sarcoma with BCOR genetic alterations
DOID:0081403	BCOR ITD sarcoma
DOID:0081404	BCOR-CCNB3 sarcoma
DOID:0081405	childhood sarcoma with BCOR genetic alterations
DOID:0081406	round cell sarcoma with EWSR1-non-ETS fusion
DOID:0081407	childhood round cell sarcoma with EWSR1-non-ETS fusion
DOID:0081408	round cell sarcoma with EWSR1-NFATC2 gene fusion
DOID:0081409	round cell sarcoma with EWSR1-PATZ1 gene fusion
DOID:0081410	round cell sarcoma with FUS-NFATC2 gene fusion
DOID:0081411	B-lymphoblastic leukemia with PAX5 p.P80R
DOID:0081412	B-lymphoblastic leukemia with DUX4 rearrangement
DOID:0081413	renal cell carcinoma with MiT translocations
DOID:0081414	TFEB-rearranged renal cell carcinoma
DOID:0081415	TFE3-rearranged renal cell carcinoma
DOID:0081416	childhood renal cell carcinoma with MiT translocations
DOID:0081417	poorly differentiated chordoma
DOID:0081418	anaplastic sarcoma of the kidney
DOID:0081452	large B-cell lymphoma
DOID:0081457	intrathyroid thymic carcinoma
DOID:0081458	thyroid gland cribriform morular carcinoma
DOID:0081459	thyroid gland mixed medullary and follicular cell-derived carcinoma
DOID:0081460	thyroid gland mucinous carcinoma
DOID:0081461	thyroid gland spindle epithelial tumor with thymus-like elements
DOID:0111147	angioimmunoblastic T-cell lymphoma
DOID:0111344	myeloproliferative disorder with eosinophilia
