mondo_id	description
MONDO:0018433	acute myeloid leukemia with t(6;9)(p23;q34)
MONDO:0018434	acute myeloid leukemia with t(9;11)(p22;q23)
MONDO:0018435	acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)
MONDO:0018436	megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)
MONDO:0018437	acute myeloid leukemia with NPM1 somatic mutations
MONDO:0018448	clear cell papillary renal cell carcinoma
MONDO:0018449	acquired cystic disease-associated renal cell carcinoma
MONDO:0018480	carcinoma of esophagus, salivary gland type
MONDO:0018481	undifferentiated carcinoma of esophagus
MONDO:0018492	hereditary clear cell renal cell carcinoma
MONDO:0018502	hereditary gastric cancer
MONDO:0018503	carcinoma of stomach, salivary gland type
MONDO:0018504	undifferentiated carcinoma of stomach
MONDO:0018509	squamous cell carcinoma of the small intestine
MONDO:0018513	squamous cell carcinoma of colon
MONDO:0018515	squamous cell carcinoma of rectum
MONDO:0018521	squamous cell carcinoma of pancreas
MONDO:0018523	pancreatic mucinous cystadenoma
MONDO:0018525	solid pseudopapillary carcinoma of pancreas
MONDO:0018531	carcinoma of liver and intrahepatic biliary tract
MONDO:0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract
MONDO:0018534	squamous cell carcinoma of liver and intrahepatic biliary tract
MONDO:0018535	biliary cystadenocarcinoma
MONDO:0018536	adenocarcinoma of gallbladder and extrahepatic biliary tract
MONDO:0018537	squamous cell carcinoma of gallbladder and extrahepatic biliary tract
MONDO:0018604	familial colorectal cancer type X
MONDO:0018630	hereditary nonpolyposis colon cancer
MONDO:0018666	hepatoblastoma
MONDO:0018708	squamous cell carcinoma of the oral tongue
MONDO:0018744	oligodendroglial tumor
MONDO:0018761	SMARCA4-deficient sarcoma of thorax
MONDO:0018843	embryonal carcinoma of the central nervous system
MONDO:0018871	acute myelomonocytic leukemia M4
MONDO:0018872	acute megakaryoblastic leukemia
MONDO:0018874	acute myeloid leukemia
MONDO:0018897	primary cutaneous CD30+ T-cell lymphoproliferative disease
MONDO:0018898	primary cutaneous lymphoma
MONDO:0019003	multiple endocrine neoplasia type 2
MONDO:0019004	kidney Wilms tumor
MONDO:0019024	mast cell sarcoma
MONDO:0019035	pancreatoblastoma
MONDO:0019086	carcinoma of esophagus
MONDO:0019087	cholangiocarcinoma
MONDO:0019134	central neurocytoma
MONDO:0019202	myxofibrosarcoma
MONDO:0019210	cutaneous neuroendocrine carcinoma
MONDO:0019317	follicular atrophoderma-basal cell carcinoma
MONDO:0019373	desmoplastic small round cell tumor
MONDO:0019451	chronic neutrophilic leukemia
MONDO:0019452	myeloproliferative neoplasm, unclassifiable
MONDO:0019455	acute panmyelosis with myelofibrosis
MONDO:0019456	acute myeloid leukemia with multilineage dysplasia
MONDO:0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome
MONDO:0019458	acute basophilic leukemia
MONDO:0019460	acute leukemia of ambiguous lineage
MONDO:0019467	CD4+/CD56+ hematodermic neoplasm
MONDO:0019475	subcutaneous panniculitis-like T-cell lymphoma
MONDO:0019476	primary cutaneous peripheral T-cell lymphoma not otherwise specified
MONDO:0019480	Langerhans cell sarcoma
MONDO:0019962	thyroid lymphoma
MONDO:0020076	myeloproliferative neoplasm
MONDO:0020311	chronic myelomonocytic leukemia
MONDO:0020316	acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)
MONDO:0020317	acute myeloid leukemia with 11q23 abnormalities
MONDO:0020320	acute myeloblastic leukemia with maturation
MONDO:0020321	acute undifferentiated leukemia
MONDO:0020322	acute biphenotypic leukemia
MONDO:0020323	primary mediastinal large B-cell lymphoma
MONDO:0020326	lymphomatoid papulosis
MONDO:0020513	spermatocytic seminoma
MONDO:0020516	thymic neuroendocrine carcinoma
MONDO:0020526	acute megakaryoblastic leukemia in down syndrome
MONDO:0020538	malignant dysgerminomatous germ cell tumor of ovary
MONDO:0020541	maligant granulosa cell tumor of ovary
MONDO:0020542	malignant Sertoli-Leydig cell tumor of ovary
MONDO:0020543	theca steroid-producing cell malignant tumor of ovary, not further specified
MONDO:0020550	gestational choriocarcinoma
MONDO:0020555	pleuropulmonary blastoma type 1
MONDO:0020556	pleuropulmonary blastoma type 2
MONDO:0020557	pleuropulmonary blastoma type 3
MONDO:0020560	atypical teratoid rhabdoid tumor
MONDO:0020561	myxoid/round cell liposarcoma
MONDO:0020562	pleomorphic liposarcoma
MONDO:0020563	dedifferentiated liposarcoma
MONDO:0020596	mucin-producing carcinoma
MONDO:0020633	anaplastic cancer
MONDO:0020635	anaplastic meningioma
MONDO:0020638	superficial spreading melanoma
MONDO:0020644	lung non-Hodgkin lymphoma
MONDO:0020649	warty carcinoma of the penis
MONDO:0020651	mixed germ cell tumor of vulva
MONDO:0020653	vaginal adenocarcinoma
MONDO:0020654	renal pelvis/ureter urothelial carcinoma
MONDO:0020656	human papillomavirus-related penile squamous cell carcinoma
MONDO:0020657	human papillomavirus-related squamous cell carcinoma
MONDO:0020658	infiltrating ureter transitional cell carcinoma
MONDO:0020660	osteoblastic osteosarcoma
MONDO:0020661	undifferentiated round cell sarcoma
MONDO:0020663	malignant spindle cell neoplasm
MONDO:0020665	high grade malignant neoplasm
MONDO:0020669	paranasal sinus cancer
MONDO:0020685	infratentorial ependymal tumor
MONDO:0020687	supratentorial ependymal tumor
MONDO:0020690	adult glioblastoma
MONDO:0020694	salivary gland epithelial myoepithelial carcinoma
MONDO:0020697	lung epithelial-myoepithelial carcinoma
MONDO:0020703	erythroid neoplasm
MONDO:0020743	mixed phenotype acute leukemia
MONDO:0020760	skin squamous cell carcinoma in situ
MONDO:0020761	Bowen disease of the skin
MONDO:0020794	colorectal medullary carcinoma
MONDO:0020801	rectal medullary carcinoma
MONDO:0020804	basal cell carcinoma
MONDO:0021009	salivary gland mucoepidermoid carcinoma
MONDO:0021010	skin lymphangiosarcoma
MONDO:0021054	bone sarcoma
MONDO:0021063	malignant colon neoplasm
MONDO:0021069	malignant endocrine neoplasm
MONDO:0021070	sublingual gland carcinoma
MONDO:0021089	peripheral nervous system cancer
MONDO:0021090	lipid-rich breast carcinoma
MONDO:0021112	scrotum cancer
MONDO:0021115	luminal B breast carcinoma
MONDO:0021116	luminal A breast carcinoma
MONDO:0021131	frontal lobe ependymal tumor
MONDO:0021138	bone marrow cancer
MONDO:0021165	Paget disease
MONDO:0021279	mucoepidermoid carcinoma of submandibular gland
MONDO:0021280	mucoepidermoid carcinoma of parotid gland
MONDO:0021282	malignant teratoma of testis
MONDO:0021283	malignant teratoma of mediastinum
MONDO:0021284	carcinoma in situ of ureter
MONDO:0021285	carcinoma in situ of urethra
MONDO:0021287	carcinoma in situ of epiglottis
MONDO:0021288	carcinoma in situ of hypopharynx
MONDO:0021289	carcinoma in situ of cecum
MONDO:0021290	carcinoma in situ of appendix
MONDO:0021291	carcinoma in situ of fundus of stomach
MONDO:0021292	carcinoma in situ of gastric body
MONDO:0021294	carcinoma in situ of gastric cardia
MONDO:0021296	carcinoma in situ of renal pelvis
MONDO:0021297	carcinoma in situ of nasopharynx
MONDO:0021298	carcinoma in situ of oropharynx
MONDO:0021299	carcinoma in situ of extrahepatic bile duct
MONDO:0021300	adenoid cystic carcinoma of oropharynx
MONDO:0021309	malignant neoplasm of endocervix
MONDO:0021310	malignant tumor of neck
MONDO:0021311	malignant tumor of parathyroid gland
MONDO:0021312	malignant tumor of adrenal cortex
MONDO:0021313	eyelid cancer
MONDO:0021315	malignant tumor of nasopharynx
MONDO:0021316	malignant tumor of minor salivary gland
MONDO:0021317	cancer of cerebellum
MONDO:0021320	malignant tumor of floor of mouth
MONDO:0021321	malignant tumor of extrahepatic bile duct
MONDO:0021322	malignant tumor of meninges
MONDO:0021323	malignant neoplasm of chest wall
MONDO:0021324	malignant neoplasm of abdominal esophagus
MONDO:0021325	malignant neoplasm of thoracic esophagus
MONDO:0021326	malignant neoplasm of cervical esophagus
MONDO:0021327	carcinoma of urethra
MONDO:0021329	carcinoma of soft palate
MONDO:0021331	carcinoma of parotid gland
MONDO:0021333	carcinoma of lip
MONDO:0021335	carcinoma of duodenum
MONDO:0021337	tonsil carcinoma
MONDO:0021339	carcinoma of hard palate
MONDO:0021343	carcinoma of floor of mouth
MONDO:0021345	carcinoma of pharynx
MONDO:0021367	leukemia, myeloid, accelerated-phase
MONDO:0021427	squamous cell carcinoma of lip
MONDO:0021429	squamous cell carcinoma of floor of mouth
MONDO:0021431	squamous cell carcinoma of buccal mucosa
MONDO:0021537	undifferentiated carcinoma of nasopharynx
MONDO:0021538	verrucous carcinoma of oral cavity
MONDO:0021546	ependymal tumor of spinal cord
MONDO:0021577	malignant mediastinal neural neoplasm
MONDO:0021588	eyelid sebaceous gland carcinoma
MONDO:0021640	grade III glioma
MONDO:0021652	diffuse type adenocarcinoma
MONDO:0021659	combined carcinoid and adenocarcinoma
MONDO:0021663	sarcomatoid squamous cell carcinoma
MONDO:0022454	angiosarcoma of the scalp
MONDO:0022578	childhood bladder carcinoma
MONDO:0022643	carcinoma of the vocal tract
MONDO:0022772	classic Kaposi sarcoma
MONDO:0023039	eccrine mucinous carcinoma
MONDO:0023067	endemic Kaposi sarcoma
MONDO:0023113	familial colorectal cancer
MONDO:0023119	familial myelofibrosis
MONDO:0023122	familial prostate carcinoma
MONDO:0023273	pigmented dermatofibrosarcoma protuberans
MONDO:0023275	Graham-Boyle-Troxell syndrome
MONDO:0023619	lentigo maligna melanoma
MONDO:0023644	lip and oral cavity carcinoma
MONDO:0023726	mediastinal yolk sac tumor
MONDO:0024240	eccrine carcinoma
MONDO:0024245	ductal eccrine adenocarcinoma
MONDO:0024282	mucinous ovarian cancer
MONDO:0024311	cancer affecting bone of limb skeleton
MONDO:0024312	cancer of short bone of upper limb
MONDO:0024331	colorectal carcinoma
MONDO:0024336	vulvar adenocarcinoma
MONDO:0024386	large cell lung carcinoma, clear cell variant
MONDO:0024609	vulvar squamous cell carcinoma
MONDO:0024621	serous cystadenocarcinoma
MONDO:0024622	thyroid gland adenocarcinoma
MONDO:0024637	malignant soft tissue neoplasm
MONDO:0024649	optic tract astrocytoma
MONDO:0024656	colorectal lymphoma
MONDO:0024658	extrahepatic bile duct sarcoma
MONDO:0024659	colorectal Kaposi sarcoma
MONDO:0024663	primary skin meningioma
MONDO:0024675	adult kidney Wilms tumor
MONDO:0024676	childhood kidney Wilms tumor
MONDO:0024685	Philadelphia-positive myelogenous leukemia
MONDO:0024711	malignant mixed epithelial stromal tumor of the kidney
MONDO:0024857	immature extragonadal teratoma
MONDO:0024861	mixed teratoma and seminoma
MONDO:0024863	small size posterior uveal melanoma
MONDO:0024864	medium/large size posterior uveal melanoma
MONDO:0024868	metastatic carcinoma in the adrenal medulla
MONDO:0024873	clitoral carcinoma
MONDO:0024878	secondary carcinoma
MONDO:0024879	metastatic carcinoma
MONDO:0024880	metastatic malignant neoplasm
MONDO:0024881	secondary malignant neoplasm
MONDO:0024884	metastatic carcinoma in the bone
MONDO:0024885	malignant ovarian serous tumor
MONDO:0027026	Buschke Lowenstein tumor
MONDO:0027772	lung colloid adenocarcinoma
MONDO:0030604	cystic partially differentiated nephroblastoma
MONDO:0035112	acute myeloid leukemia with BCR-ABL1
MONDO:0035136	isolated melanotic schwannoma
MONDO:0035639	mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2)
MONDO:0035642	mixed phenotype acute leukemia with t(v;11q23.3)
MONDO:0036501	refractory malignant neoplasm
MONDO:0036511	childhood malignant kidney neoplasm
MONDO:0037003	malignant phyllodes tumor
MONDO:0037735	sebaceous gland cancer
MONDO:0037738	cauda equina cancer
MONDO:0037740	malignant central nervous system mesenchymal, non-meningothelial neoplasm
MONDO:0037743	mediastinal soft tissue cancer
MONDO:0037746	malignant vaginal mixed epithelial and mesenchymal neoplasm
MONDO:0040673	malignant peritoneal germ cell tumor
MONDO:0040676	great vessel cancer
MONDO:0040677	invasive carcinoma
MONDO:0040678	infiltrating urothelial carcinoma
MONDO:0040679	urothelial carcinoma
MONDO:0041447	metastatic malignant neoplasm in the colon
MONDO:0041448	metastasis from malignant tumor of colon
MONDO:0042487	uterine cervix carcinoma in situ
MONDO:0042493	gastric non-hodgkin lymphoma
MONDO:0042494	childhood malignant melanoma
MONDO:0043168	panostotic fibrous dysplasia
MONDO:0044336	colorectal signet ring cell carcinoma
MONDO:0044337	stromal sarcoma
MONDO:0044638	hypopharynx squamous cell carcinoma
MONDO:0044704	oropharynx squamous cell carcinoma
MONDO:0044705	paranasal sinus squamous cell carcinoma
MONDO:0044710	lip and oral cavity squamous cell carcinoma
MONDO:0044727	pancreatic carcinoma with mixed differentiation
MONDO:0044740	salivary gland squamous cell carcinoma
MONDO:0044743	major salivary gland cancer
MONDO:0044783	solid papillary breast carcinoma
MONDO:0044785	desmoplastic melanoma
MONDO:0044786	solid pseudopapillary neoplasm of the pancreas
MONDO:0044787	nasal cavity and paranasal sinus squamous cell carcinoma
MONDO:0044788	perihilar intrahepatic cholangiocarcinoma
MONDO:0044789	digital papillary eccrine carcinoma
MONDO:0044791	combined hepatocellular carcinoma and cholangiocarcinoma
MONDO:0044884	tonsillar lymphoma
MONDO:0044887	central nervous system non-hodgkin lymphoma
MONDO:0044903	myelofibrosis
MONDO:0044907	metastatic squamous cell carcinoma
MONDO:0044912	metastatic malignant neoplasm in the spinal cord
MONDO:0044913	metastatic malignant neoplasm in the eye
MONDO:0044915	salivary duct carcinoma
MONDO:0044916	extrarenal rhabdoid tumor
MONDO:0044919	malignant renal pelvis neoplasm
MONDO:0044923	acute myeloid leukemia with mutated NPM1
MONDO:0044925	oral cavity carcinoma
MONDO:0044926	oropharyngeal carcinoma
MONDO:0044937	rectal carcinoma
MONDO:0044956	paranasal sinus mucoepidermoid carcinoma
MONDO:0044964	oral cavity mucoepidermoid carcinoma
MONDO:0045055	glycogen-rich carcinoma
MONDO:0045059	cribriform carcinoma of breast
MONDO:0045060	intraductal cribriform breast adenocarcinoma
MONDO:0045063	major salivary gland adenoid cystic carcinoma
MONDO:0045068	minor salivary gland adenoid cystic carcinoma
MONDO:0045069	minor salivary gland carcinoma
MONDO:0045070	digestive system melanoma
MONDO:0045071	mycosis fungoides variant
MONDO:0056806	non-small cell squamous lung carcinoma
MONDO:0056813	hormone-resistant breast carcinoma
MONDO:0056814	hormone-resistant prostate carcinoma
MONDO:0056815	liver adenosquamous carcinoma
MONDO:0056816	vulvar neuroendocrine carcinoma
MONDO:0056817	rectal adenosquamous carcinoma
MONDO:0056818	skin adenosquamous carcinoma
MONDO:0056819	nasal cavity and paranasal sinus carcinoma
MONDO:0100055	intraosseous spindle cell rhabdomyosarcoma with TFCP2/NCOA2 rearrangements
MONDO:0100060	congenital/infantile spindle cell rhabdomyosarcoma with VGLL2/NCOA2/CITED2 rearrangements
MONDO:0100067	childhood spindle cell rhabdomyosarcoma
MONDO:0100085	cancer of long bone of upper limb
MONDO:0100132	intrahepatic bile duct adenosquamous carcinoma
MONDO:0100256	CTNNA1-related diffuse gastric and lobular breast cancer syndrome
MONDO:0100287	POLE-related polyposis and colorectal cancer syndrome
MONDO:0100342	malignant glioma
MONDO:0100351	POLD1-related polyposis and colorectal cancer syndrome
MONDO:0100373	acute myeloid leukemia, inv(16)(p13.1;q22)
MONDO:0100374	acute myeloid leukemia, t(16;16)(p13.1;q22)
MONDO:0100375	acute myeloid leukemia, t(15;17)(q24;q21)
MONDO:0100376	acute myeloid leukemia, t(9;11)(p21.3;q23.3)
MONDO:0100377	acute myeloid leukemia, t(10;11)(p12;q23)
MONDO:0100378	acute myeloid leukemia, t(10;11)(p11.2;q23)
MONDO:0100379	acute myeloid leukemia, t(1;11)(q21;q23)
MONDO:0100380	acute myeloid leukemia, t(4;11)(q21;q23)
MONDO:0100381	acute myeloid leukemia, t(6;11)(q27;q23)
MONDO:0100382	acute myeloid leukemia, t(6;9)(p23;q34.1)
MONDO:0100383	acute myeloid leukemia, t(11;19)(q23;p13)
MONDO:0100384	acute myeloid leukemia, t(11;19)(q23;p13.1)
MONDO:0100385	acute myeloid leukemia, t(11;19)(q23.3;p13.3)
MONDO:0100386	acute myeloid leukemia, t(v;11q23.3)
MONDO:0100387	acute myeloid leukemia, Monosomy 7
MONDO:0100388	acute myeloid leukemia, Monosomy 5
MONDO:0100389	acute myeloid leukemia, Trisomy 8
MONDO:0100390	acute myeloid leukemia, der12p
MONDO:0100391	acute myeloid leukemia, t(2;12)
MONDO:0100392	acute myeloid leukemia, t(11;17)
MONDO:0100393	acute myeloid leukemia, t(8;16)
MONDO:0100394	acute myeloid leukemia, t(1;22)
MONDO:0100395	acute myeloid leukemia, t(5;11)(q35;p15)
MONDO:0100396	acute myeloid leukemia, t(7;12)(q36;p13)
MONDO:0100397	acute myeloid leukemia, t(9;22)(q34.1;q11.2)
MONDO:0100398	acute myeloid leukemia, inv(3)(q21.3;q26.2)
MONDO:0100399	acute myeloid leukemia, t(3;3)(q21.3;q26.2)
MONDO:0100400	acute myeloid leukemia, t(3;12)(q23;p12.3)
MONDO:0100401	acute myeloid leukemia, del(5q31-q32)
MONDO:0100402	acute myeloid leukemia, del(13q14-q21)
MONDO:0100403	acute myeloid leukemia, loss of chromosome 17p
MONDO:0100404	acute myeloid leukemia, MLL gene rearrangement
MONDO:0100405	acute myeloid leukemia, Non-KMT2A MLLT10 rearrangement positive
MONDO:0100406	acute myeloid leukemia, inv(16)(p13.3;q24.3)
MONDO:0100407	acute myeloid leukemia, t(11;15)(p15;q35)
MONDO:0100408	acute myeloid leukemia, t(16;21)(q24;q22)
MONDO:0100409	acute myeloid leukemia, t(3;5)(q25;q34)
MONDO:0100410	acute myeloid leukemia, t(16;21)(p11;q22)
MONDO:0100412	acute myeloid leukemia, monoallelic CEBPA gene mutation
MONDO:0100413	acute myeloid leukemia, biallelic CEBPA gene mutation
MONDO:0100414	acute myeloid leukemia, CEBPA gene mutation
MONDO:0100415	acute myeloid leukemia, FLT3 internal tandem duplication
MONDO:0100416	acute myeloid leukemia, FLT3 tyrosine kinase domain point mutation
MONDO:0100417	acute myeloid leukemia, WT1 gene mutation
MONDO:0100418	acute myeloid leukemia, KIT exon 17 mutation
MONDO:0100419	acute myeloid leukemia, KIT exon 8 mutation
MONDO:0100420	acute myeloid leukemia, KIT gene mutation
MONDO:0100421	acute myeloid leukemia, GATA1 gene mutation
MONDO:0100422	acute myeloid leukemia, RUNX1 gene mutation
MONDO:0100423	acute myeloid leukemia, PTPN11 gene mutation
MONDO:0100424	acute myeloid leukemia, NRAS gene mutation
MONDO:0100425	acute myeloid leukemia, KRAS gene mutation
MONDO:0100508	salivary gland type cancer of the breast
MONDO:0100514	familial ovarian carcinoma
MONDO:0100534	SMARCB1-deficient kidney medullary carcinoma
MONDO:0200000	uterine ligament adenosarcoma
MONDO:0700078	triple-positive breast carcinoma
MONDO:0700079	hormone receptor-positive breast cancer
MONDO:0700219	neoplastic meningitis
MONDO:0700275	prostate cancer, hereditary
MONDO:0700336	peritoneal carcinomatosis
MONDO:0800183	PAX6-related ocular dysgenesis
MONDO:0800305	myelofibrosis with myeloid metaplasia
MONDO:0850101	spitzoid melanoma
MONDO:0850110	melanoma in congenital melanocytic nevus
MONDO:0850122	solid adenocarcinoma with mucin production
MONDO:0850125	malignant adenoma
MONDO:0850129	gastroesophageal cancer
MONDO:0850130	gastroesophageal adenocarcinoma
MONDO:0850151	lymph node carcinoma
MONDO:0850154	tongue carcinoma
MONDO:0850257	mucinous pancreas adenocarcinoma
MONDO:0850267	childhood acute megakaryoblastic leukemia
MONDO:0850269	core binding factor acute myeloid leukemia
MONDO:0850271	myeloid leukemia associated with down syndrome
MONDO:0850273	salivary gland mucinous adenocarcinoma
MONDO:0850281	mammary analog secretory carcinoma
MONDO:0850332	IDH-mutant anaplastic astrocytoma
MONDO:0850333	IDH-wildtype anaplastic astrocytoma
MONDO:0850335	IDH-wildtype glioblastoma
MONDO:0850338	spinal ependymoma, MYCN-amplified
MONDO:0850339	posterior fossa ependymoma
MONDO:0850340	supratentorial ependymoma
MONDO:0850345	lung pleomorphic carcinoma
MONDO:0850346	oral rhabdomyosarcoma
MONDO:0850347	bladder sarcomatoid transitional cell carcinoma
MONDO:0850348	bladder small cell carcinoma
MONDO:0850353	castration-resistant prostate carcinoma
MONDO:0850388	childhood supratentorial embryonal tumor with multilayered rosettes, C19MC-altered
MONDO:0850449	mixed phenotype acute leukemia with BCR-ABL1
MONDO:0850450	mixed phenotype acute leukemia with MLL rearranged
MONDO:0850451	mixed phenotype acute leukemia, B/myeloid
MONDO:0850452	mixed phenotype acute leukemia,T/myeloid
MONDO:0850459	primary cutaneous gamma-delta t-cell lymphoma
MONDO:0850492	acute myeloid leukemia, t(8;21)(q22; q22.1)
MONDO:0850495	acute myeloid leukemia, t(1;22)(p13;q13)
MONDO:0851100	malignant olfactory nerve neoplasm
MONDO:0858916	pituitary blastoma
MONDO:0858921	EWSR1-negative small round cell tumor
MONDO:0858939	diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype
MONDO:0858958	high-grade astrocytoma with piloid features
MONDO:0858966	central nervous system tumor with bcor internal tandem duplication
MONDO:0858967	primary intracranial sarcoma, DICER1-mutant
MONDO:0858997	cancer of unknown primary site
MONDO:0859046	rhabdomyosarcoma, embryonal, 2
MONDO:0859592	IDH-mutant and 1p/19q-codeleted oligodendroglioma
MONDO:0859597	cns neuroblastoma with FOXR2 activation
MONDO:0859598	erythroleukemia
MONDO:0859690	malignant cystadenoma
MONDO:0956981	astrocytoma, IDH-mutant, grade 4
MONDO:0956984	YAP1-MAMLD1 fusion-positive supratentorial ependymoma
MONDO:0956989	CIC-rearranged sarcoma
MONDO:0956990	supratentorial ependymoma, ZFTA fusion–positive
MONDO:0956991	supratentorial ependymoma, YAP1 fusion–positive
MONDO:0956992	posterior fossa group A ependymoma
MONDO:0956993	posterior fossa group B ependymoma
MONDO:0956994	astrocytoma, IDH-mutant, grade 2
MONDO:0956995	astrocytoma, IDH-mutant, grade 3
MONDO:0956996	oligodendroglioma, IDH-mutant and 1p/19q-codeleted grade 2
MONDO:0956997	oligodendroglioma, IDH-mutant and 1p/19q-codeleted, grade 3
MONDO:0957196	diffuse midline glioma, H3 K27M-mutant
MONDO:0957519	diffuse gastric cancer
MONDO:0958119	embryonal tumor with multilayered rosettes
MONDO:0958159	sarcoma with BCOR genetic alterations
MONDO:0958160	round cell sarcoma with EWSR1-non-ETS fusion
MONDO:0958165	anaplastic sarcoma of the kidney
MONDO:0958295	BCOR ITD sarcoma
MONDO:0958296	BCOR-CCNB3 sarcoma
MONDO:0958297	childhood sarcoma with BCOR genetic alterations
MONDO:0958298	childhood round cell sarcoma with EWSR1-non-ETS fusion
MONDO:0958299	round cell sarcoma with EWSR1-NFATC2 gene fusion
MONDO:0958300	round cell sarcoma with EWSR1-PATZ1 gene fusion
MONDO:0958301	round cell sarcoma with FUS-NFATC2 gene fusion
MONDO:0958302	TFEB-rearranged renal cell carcinoma
MONDO:0958303	childhood renal cell carcinoma with MiT translocations
MONDO:0971033	intrathyroid thymic carcinoma
MONDO:0971034	thyroid gland cribriform morular carcinoma
MONDO:0971035	thyroid gland mixed medullary and follicular cell-derived carcinoma
MONDO:0971036	thyroid gland mucinous carcinoma
MONDO:0971091	acute megakaryoblastic leukemia in adult
MONDO:0971111	intraoral basal cell carcinoma
MONDO:0971141	localized pleural mesothelioma
MONDO:0971142	diffused pleural mesothelioma
MONDO:0971143	pleural mesothelioma in situ
MONDO:0975868	acute myeloid leukemia with CBFA2T3-GLIS2 fusion
MONDO:0975870	acute myeloid leukemia with FUS-ERG fusion
MONDO:0975871	acute myeloid leukemia with MNX1-ETV6 fusion
MONDO:0975872	acute myeloid leukemia with NPM1-MLF1 fusion
MONDO:0975890	mesothelioma of the tunica vaginalis
MONDO:0979280	pure squamous carcinoma of the urothelial tract
MONDO:0979292	primary vitreoretinal large b-cell lymphoma
MONDO:0979876	Wilms tumor 7
MONDO:1010030	pediatric high-grade glioma
MONDO:1040026	metastatic malignant neoplasm in the brain
MONDO:1060121	adenoacanthoma
MONDO:1060171	diffuse midline glioma, H3 K27-altered
MONDO:1060180	brain stem glioblastoma
